"position_code","trc_incentive_name","rate","workgroups","trc_incentive_code","effective_date"
"10394893",ค่าเดินทาง,60.00,"08NORTFS5_M",TRC_INCENTIVE_0332,2026-03-01
"10394893",ค่าเดินทาง,60.00,"08SOUTFS5_M",TRC_INCENTIVE_0333,2026-03-01
"10394894",ค่าเดินทาง,50.00,"08BKKFS5_M",TRC_INCENTIVE_0324,2026-03-01
"10394894",ค่าเดินทาง,50.00,"08ISANFS5_M",TRC_INCENTIVE_0325,2026-03-01
"10394894",ค่าเดินทาง,50.00,"08NORTFS5_M",TRC_INCENTIVE_0326,2026-03-01
"10394894",ค่าเดินทาง,50.00,"08SOUTFS5_M",TRC_INCENTIVE_0327,2026-03-01
"10394915",ค่ากลุ่มงาน ABCD,17.00,"01NONGJEGFU_D",TRC_INCENTIVE_0169,2026-01-01
"10394915",ค่ากลุ่มงาน ABCD,17.00,"01NONGJBAK_D",TRC_INCENTIVE_0178,2026-01-01
"10394962",เบี้ยขยันสะสม,0.00,"01SARASAUS_M",TRC_INCENTIVE_0243,2026-01-01
"10394991",เบี้ยขยันสะสม,0.00,"01MAHAFOOD_M",TRC_INCENTIVE_0300,2026-03-01
"10394994",ค่ากลุ่มงาน ABCD,17.00,"06EASTHAT_M",TRC_INCENTIVE_0051,2026-01-01
"10395042",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_M,05BPLAKODSLA_M,05KLONPSLA_M,05LADLPSLA_M,05NAKOPSLA_M,05PAETFURT_M,05PHRAPSLA_M,05SAMUPSLA_M,05WESTPSLA_M",TRC_INCENTIVE_0031,2026-01-01
"10395043",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_D,05BPLAKODSLA_D,05KLONPSLA_D,05LADLPSLA_D,05NAKOPSLA_D,05PAETFURT_D,05PHRAPSLA_D,05SAMUPSLA_D,05WESTPSLA_D",TRC_INCENTIVE_0030,2025-12-01
"10395085",ค่าตำแหน่ง,20.00,"06RESEFARM_D",TRC_INCENTIVE_0115,2026-01-01
"10395085",ค่ากลุ่มงาน ABCD,17.00,"06RESEFARM_D",TRC_INCENTIVE_0052,2026-01-01
"10395203",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10395223",เบี้ยขยันสะสม,0.00,"09WANGRESE_M",TRC_INCENTIVE_0234,2026-01-01
"10395225",เบี้ยขยันสะสม,0.00,"09WANGRESE_M",TRC_INCENTIVE_0234,2026-01-01
"10395242",ค่ากลุ่มงาน ABCD,34.00,"06EASTHAT_D",TRC_INCENTIVE_0081,2026-01-01
"10395298",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10395299",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10395300",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10395300",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10395300",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10395301",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10395301",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10395301",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10395301",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10395302",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10395302",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10395316",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10395334",ค่ากะ,50.00,"08BKKFS5_M",TRC_INCENTIVE_0318,2026-03-01
"10395334",ค่ากะ,50.00,"08ISANFS5_M",TRC_INCENTIVE_0319,2026-03-01
"10395334",ค่ากะ,50.00,"08NORTFS5_M",TRC_INCENTIVE_0320,2026-03-01
"10395334",ค่ากะ,50.00,"08SOUTFS5_M",TRC_INCENTIVE_0321,2026-03-01
"10395343",เบี้ยขยันสะสม,0.00,"01NONGFOOD_M",TRC_INCENTIVE_0235,2026-01-01
"10395344",เบี้ยขยันสะสม,0.00,"01NONGFOOD_M",TRC_INCENTIVE_0235,2026-01-01
"10395364",เบี้ยขยันสะสม,0.00,"01MAHAFOOD_M",TRC_INCENTIVE_0300,2026-03-01
"10395369",เบี้ยขยันสะสม,0.00,"09WANGRESE_M",TRC_INCENTIVE_0234,2026-01-01
"10395371",เบี้ยขยันสะสม,0.00,"09WANGRESE_M",TRC_INCENTIVE_0234,2026-01-01
"10395457",ค่ากลุ่มงาน ABCD,34.00,"06EASTHAT_D",TRC_INCENTIVE_0081,2026-01-01
"10395458",ค่ากลุ่มงาน ABCD,34.00,"06EASTHAT_D",TRC_INCENTIVE_0081,2026-01-01
"10395459",ค่ากลุ่มงาน ABCD,17.00,"06EASTHAT_D",TRC_INCENTIVE_0057,2026-01-01
"10395492",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_D",TRC_INCENTIVE_0056,2026-01-01
"10395494",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10395495",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_D",TRC_INCENTIVE_0056,2026-01-01
"10395500",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10395532",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10395554",ค่ากลุ่มงาน ABCD,17.00,"06SOUTFARM_D",TRC_INCENTIVE_0313,2026-02-01
"10395594",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10395616",เบี้ยขยันสะสม,0.00,"01WANGPILOT_M",TRC_INCENTIVE_0237,2026-01-01
"10395705",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_D,05BPLAKODSLA_D,05KLONPSLA_D,05LADLPSLA_D,05NAKOPSLA_D,05PAETFURT_D,05PHRAPSLA_D,05SAMUPSLA_D,05WESTPSLA_D",TRC_INCENTIVE_0030,2025-12-01
"10395707",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_D,05BPLAKODSLA_D,05KLONPSLA_D,05LADLPSLA_D,05NAKOPSLA_D,05PAETFURT_D,05PHRAPSLA_D,05SAMUPSLA_D,05WESTPSLA_D",TRC_INCENTIVE_0030,2025-12-01
"10395710",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_D,05BPLAKODSLA_D,05KLONPSLA_D,05LADLPSLA_D,05NAKOPSLA_D,05PAETFURT_D,05PHRAPSLA_D,05SAMUPSLA_D,05WESTPSLA_D",TRC_INCENTIVE_0030,2025-12-01
"10395720",ค่ากลุ่มงาน ABCD,34.00,"09TECHNOFF_M",TRC_INCENTIVE_0196,2026-01-01
"10395746",ค่ากลุ่มงาน ABCD,34.00,"03THARFEED_M",TRC_INCENTIVE_0190,2026-01-01
"10395984",ค่ากลุ่มงาน ABCD,34.00,"06AMWWFARM_D",TRC_INCENTIVE_0083,2026-03-16
"10396050",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10396173",ค่ากลุ่มงาน ABCD,17.00,"09TECHNOFF_M",TRC_INCENTIVE_0152,2026-01-01
"10396222",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10396222",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10396222",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10396222",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10396224",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10396227",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10396284",เบี้ยขยันสะสม,0.00,"01KORASAUS_M",TRC_INCENTIVE_0236,2026-01-01
"10396589",ค่ากะ,40.00,"02KLANFURT_M",TRC_INCENTIVE_0097,2026-01-01
"10396595",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10396595",ค่าตำแหน่ง,15.00,"02KLANFURT_D",TRC_INCENTIVE_0104,2026-01-01
"10396764",เบี้ยขยันสะสม,0.00,"01NONGFOOD_M",TRC_INCENTIVE_0235,2026-01-01
"10396765",เบี้ยขยันสะสม,0.00,"01KORASAUS_M",TRC_INCENTIVE_0236,2026-01-01
"10396988",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_D,05BPLAKODSLA_D,05KLONPSLA_D,05LADLPSLA_D,05NAKOPSLA_D,05PAETFURT_D,05PHRAPSLA_D,05SAMUPSLA_D,05WESTPSLA_D",TRC_INCENTIVE_0030,2025-12-01
"10396992",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_M,05BPLAKODSLA_M,05KLONPSLA_M,05LADLPSLA_M,05NAKOPSLA_M,05PAETFURT_M,05PHRAPSLA_M,05SAMUPSLA_M,05WESTPSLA_M",TRC_INCENTIVE_0031,2026-01-01
"10396994",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_M,05BPLAKODSLA_M,05KLONPSLA_M,05LADLPSLA_M,05NAKOPSLA_M,05PAETFURT_M,05PHRAPSLA_M,05SAMUPSLA_M,05WESTPSLA_M",TRC_INCENTIVE_0031,2026-01-01
"10397083",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397100",ค่าตำแหน่ง,60.00,"02RANOFURT_D",TRC_INCENTIVE_0134,2026-01-01
"10397105",ค่าตำแหน่ง,100.00,"02RANOFURT_D",TRC_INCENTIVE_0140,2026-01-01
"10397108",ค่าตำแหน่ง,12.00,"02RANOFURT_D",TRC_INCENTIVE_0103,2026-01-01
"10397109",ค่าตำแหน่ง,15.00,"02RANOFURT_D",TRC_INCENTIVE_0105,2026-01-01
"10397110",ค่าตำแหน่ง,12.00,"02RANOFURT_D",TRC_INCENTIVE_0103,2026-01-01
"10397111",ค่าตำแหน่ง,60.00,"02RANOFURT_D",TRC_INCENTIVE_0134,2026-01-01
"10397119",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397121",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397122",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397122",ค่าตำแหน่ง,30.00,"02KLANFURT_D",TRC_INCENTIVE_0122,2026-01-01
"10397123",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397124",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397125",ค่าอาหาร,15.00,"02KLANFURT_D",TRC_INCENTIVE_0143,2026-02-01
"10397161",ค่ากะ,30.00,"CPSIFACNO6M,KPAFACNO6M,KPIFACNO6M,KSPFACNO6M,KSPOFFNO5M",TRC_INCENTIVE_0008,2026-02-01
"10397162",ค่ากะ,30.00,"CPSIFACNO6M,KPAFACNO6M,KPIFACNO6M,KSPFACNO6M,KSPOFFNO5M",TRC_INCENTIVE_0008,2026-02-01
"10397168",ค่ากะ,50.00,"08BKKFS5_M",TRC_INCENTIVE_0318,2026-03-01
"10397168",ค่ากะ,50.00,"08ISANFS5_M",TRC_INCENTIVE_0319,2026-03-01
"10397168",ค่ากะ,50.00,"08NORTFS5_M",TRC_INCENTIVE_0320,2026-03-01
"10397168",ค่ากะ,50.00,"08SOUTFS5_M",TRC_INCENTIVE_0321,2026-03-01
"10397168",ค่าเดินทาง,50.00,"08BKKFS5_M",TRC_INCENTIVE_0324,2026-03-01
"10397168",ค่าเดินทาง,50.00,"08ISANFS5_M",TRC_INCENTIVE_0325,2026-03-01
"10397168",ค่าเดินทาง,50.00,"08NORTFS5_M",TRC_INCENTIVE_0326,2026-03-01
"10397168",ค่าเดินทาง,50.00,"08SOUTFS5_M",TRC_INCENTIVE_0327,2026-03-01
"10397170",ค่ากะ,50.00,"08BKKFS5_M",TRC_INCENTIVE_0318,2026-03-01
"10397170",ค่ากะ,50.00,"08ISANFS5_M",TRC_INCENTIVE_0319,2026-03-01
"10397170",ค่ากะ,50.00,"08NORTFS5_M",TRC_INCENTIVE_0320,2026-03-01
"10397170",ค่ากะ,50.00,"08SOUTFS5_M",TRC_INCENTIVE_0321,2026-03-01
"10397240",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_M,05BPLAKODSLA_M,05KLONPSLA_M,05LADLPSLA_M,05NAKOPSLA_M,05PAETFURT_M,05PHRAPSLA_M,05SAMUPSLA_M,05WESTPSLA_M",TRC_INCENTIVE_0031,2026-01-01
"10397241",เบี้ยขยันสะสม(กรณีพิเศษ),1200.00,"05BANGPSLA_M,05BPLAKODSLA_M,05KLONPSLA_M,05LADLPSLA_M,05NAKOPSLA_M,05PAETFURT_M,05PHRAPSLA_M,05SAMUPSLA_M,05WESTPSLA_M",TRC_INCENTIVE_0031,2025-10-01
"10397295",ค่าตำแหน่ง,60.00,"02RANOFURT_D",TRC_INCENTIVE_0134,2026-01-01
"10397308",เบี้ยขยันสะสม,0.00,"01NONGFOOD_M",TRC_INCENTIVE_0235,2026-01-01
"10397311",เบี้ยขยันสะสม,0.00,"01NONGFOOD_M",TRC_INCENTIVE_0235,2026-01-01
"10397314",เบี้ยขยันสะสม,0.00,"01SARASAUS_M",TRC_INCENTIVE_0243,2026-01-01
"10397315",เบี้ยขยันสะสม,0.00,"01SARASAUS_M",TRC_INCENTIVE_0243,2026-01-01
"10397328",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10397330",ค่าตำแหน่ง,20.00,"06EAS1FARM_M",TRC_INCENTIVE_0112,2026-03-01
"10397330",ค่ากลุ่มงาน ABCD,34.00,"06EAS1FARM_M",TRC_INCENTIVE_0073,2026-01-01
"10397331",ค่ากลุ่มงาน ABCD,17.00,"06EAS1FARM_M",TRC_INCENTIVE_0049,2026-02-01
"10397332",ค่ากลุ่มงาน ABCD,34.00,"06EAS1FARM_M",TRC_INCENTIVE_0073,2026-01-01
"10397333",ค่ากลุ่มงาน ABCD,34.00,"06EAS1FARM_M",TRC_INCENTIVE_0073,2026-01-01
"10397334",ค่าตำแหน่ง,20.00,"06EAS1FARM_D",TRC_INCENTIVE_0111,2026-01-01
"10397334",ค่ากลุ่มงาน ABCD,34.00,"06EAS1FARM_D",TRC_INCENTIVE_0074,2026-01-01
"10397335",ค่ากลุ่มงาน ABCD,34.00,"06EAS1FARM_D",TRC_INCENTIVE_0074,2026-01-01
"10397380",เบี้ยขยันสะสม,0.00,"01SARAJERH_M",TRC_INCENTIVE_0232,2026-01-01
"10397576",ค่ากลุ่มงาน ABCD,17.00,"06SOUTFARM_D",TRC_INCENTIVE_0313,2026-02-01
"10397655",เบี้ยขยันสะสม,0.00,"03HATYFEED_M",TRC_INCENTIVE_0247,2026-01-01
"10397655",ค่ากลุ่มงาน ABCD,17.00,"03HATYFEED_M",TRC_INCENTIVE_0150,2026-01-01
"10397769",ค่าตำแหน่ง,30.00,"02RANOFURT_D",TRC_INCENTIVE_0124,2026-01-01
"10397832",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397832",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397832",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397832",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10397835",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397835",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397835",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397835",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397836",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397836",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397836",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397836",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397837",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397837",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397837",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397837",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397838",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397838",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397838",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397838",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397839",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397839",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397839",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397839",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397840",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397840",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397840",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397840",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397841",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397841",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397841",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397841",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397842",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397842",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397842",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397842",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397843",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397843",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397843",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397843",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397844",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397844",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397844",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397845",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397845",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397845",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397845",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397846",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397846",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397846",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397846",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397847",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397847",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397847",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397847",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397848",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397848",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397848",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397848",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397849",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397849",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397849",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397849",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10397850",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397850",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397850",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397850",ค่ากลุ่มงาน ABCD,17.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0004,2025-12-01
"10397851",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397851",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397851",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397851",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397852",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397852",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397852",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397852",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397853",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397853",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397853",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397853",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397854",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397854",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397854",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397854",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397855",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397855",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397855",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
"10397855",ค่ากลุ่มงาน ABCD,34.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0005,2026-02-01
"10397856",ค่ากะ,10.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0006,2026-02-01
"10397856",ค่ากะ,15.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0007,2026-02-01
"10397856",เบี้ยขยันสะสม,0.00,"MEIJFACT_D,MEIJFACT_M",TRC_INCENTIVE_0012,2025-12-01
